id,产品型号,批次膜卷号,膜卷检测米数,操作员工号,样本值,目标值,重量上限,重量下限,工艺公差,比例系数,平移系数,时间,同步跟踪,扫描趟数,扫描方向,样本AD,温修AD,重量均值,CPK,sigma,COV,重量1,重量2,重量3,重量4,重量5,重量6,重量7,重量8,重量9,重量10,重量11,重量12,重量13,重量14,重量15,重量16,重量17,重量18,重量19,重量20,重量21,重量22,重量23,重量24,重量25,重量26,重量27,重量28,1#涂布速度,2#涂布速度,3#涂布速度,1#纠偏(寻边)位置mm,2#纠偏(寻边)位置mm,3#纠偏(寻边)位置mm,1#走带编码器位置mm,2#走带编码器位置mm,3#走带编码器位置mm,1#编码器比例系数,2#编码器比例系数,3#编码器比例系数,1-2光纤间距实测值D2 mm,2-3光纤间距实测值D2 mm,1-2光纤间距动态补偿值,2-3光纤间距动态补偿值
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
